year,sno,district,mandal,village,lat_gis,long_gis,gwl,season,pH,EC,TDS,CO3,HCO3,Cl,F,NO3,SO4,Na,K,Ca,Mg,TH,SAR,RSC_meq_L,Classification,Classification_drinking
2018,54,JANGAON,Lingala ghanpur,Lingala ghanpur,17.6591,79.1997,10.15,postmonsoon 2018 ,8.45,1053,673.92,50.0,220.0,110,0.37,46.30318182,90.0,133.0,7.0,48.0,34.034,259.9424342,3.586618747,0.201151316,C3S1,P.S.
2018,55,JANGAON,Palakurthi,Palakurthi,17.6691,79.4225,17.95,postmonsoon 2018 ,8.23,307,196.48,0.0,130.0,20,1.21,5.435590909,27.0,42.0,2.0,8.0,19.448,99.96710526,1.826387374,0.600657895,C2S1,P.S.
2018,56,JANGAON,Raghunadhapalli,Raghunadhapalli,17.7647,79.2636,34.85,postmonsoon 2018 ,8.33,1280,819.2,30.0,270.0,150,1.36,43.08209091,105.0,136.0,3.0,56.0,53.482,359.9095395,3.116839172,-1.198190789,C3S1,P.S.
2018,57,JANGAON,Zafergad,Zafergad,17.7651,79.487,12.06,postmonsoon 2018 ,8.14,1857,1188.48,0.0,260.0,340,0.2,26.574,171.0,214.0,12.0,80.0,63.206,459.8930921,4.338678745,-3.997861842,C3S1,P.S.
2018,58,JOGULAMBA(GADWAL),Alampur,Alampur,15.896441,78.121104,3.09,postmonsoon 2018 ,8.52,3290,2105.6,40.0,430.7977641,720,0.65,1.06296,136.0,714.8001947,5.9,32.0,4.862,99.99177632,31.0795473,7.416119755,C4S4,U.S.
2018,59,JOGULAMBA(GADWAL),Dharoor,Dharoor,16.224385,77.678908,24.01,postmonsoon 2018 ,7.98,2000,1280.0,0.0,356.3603859,340,2.52,149.92165,32.0,92.84248259,6.6,56.0,160.446,799.7286184,1.427406237,-8.867364649,C3S1,P.S.
2018,60,JOGULAMBA(GADWAL),Dharoor,Neelahally,16.265211,77.641794,21.17,postmonsoon 2018 ,7.72,2120,1356.8,0.0,382.9369833,390,1.04,21.812825,95.0,196.2029156,3.3,112.0,87.516,639.8519737,3.372390552,-5.138299807,C3S1,P.S.
2018,61,JOGULAMBA(GADWAL),Gadwal,Gadwal,16.2326,77.8021,4.58,postmonsoon 2018 ,7.69,2890,1849.6,0.0,414.942978,600,0.45,68.2066,110.0,218.734442,3.3,120.0,165.308,979.7203947,3.038353229,-11.29554833,C4S1,P.S.
2018,62,JOGULAMBA(GADWAL),Gattu,Gattu,16.1287,77.5757,4.88,postmonsoon 2018 ,8.3,1304,834.56,20.0,275.9653557,190,0.616,77.9504,18.0,44.22634977,1.89,184.0,24.31,559.9588816,0.812596957,-5.279870517,C3S1,P.S.
2018,63,JOGULAMBA(GADWAL),Ieeza,Ieeza,16.01518,77.671609,21.05,postmonsoon 2018 ,8.4,2780,1779.2,40.0,664.1472968,370,0.719,134.6416,40.0,568.3305615,6.6,24.0,24.31,159.9588816,19.53750018,10.8837683,C4S4,U.S.
2018,64,JOGULAMBA(GADWAL),K-T Doddi,Kondapur,16.0701,77.8315,4.23,postmonsoon 2018 ,7.92,1266,810.24,0.0,193.934322,180,0.46,183.13915,30.0,100.0220632,1.53,104.0,38.896,419.9342105,2.122156188,-4.519997771,C3S1,P.S.
2018,65,JOGULAMBA(GADWAL),K-T Doddi,Kuchinerla,16.179,77.526,9.09,postmonsoon 2018 ,7.98,583,373.12,0.0,198.3671489,30,0.95,46.5045,10.0,24.83216741,0.37,56.0,24.31,239.9588816,0.696976888,-0.831834654,C2S1,P.S.
2018,66,JOGULAMBA(GADWAL),Maldakal,Maldakal,16.129667,77.687599,3.5,postmonsoon 2018 ,7.91,1649,1055.36,0.0,300.5375921,260,3.08,153.90775,24.0,106.2358424,1.56,48.0,116.688,599.8026316,1.885988528,-5.98530079,C3S1,P.S.
2018,67,JOGULAMBA(GADWAL),Manopad,Manopad,15.9656,77.9533,13.95,postmonsoon 2018 ,7.81,3380,2163.2,0.0,575.9846386,570,0.88,154.5721,162.0,589.2740193,51.6,32.0,68.068,359.8848684,13.50540662,4.321995404,C4S3,U.S.
2018,68,JOGULAMBA(GADWAL),Waddepalli,Santhinagar,15.94,77.839,6.65,postmonsoon 2018 ,8.24,3260,2086.4,0.0,553.2378092,550,0.99,126.00505,176.0,409.5295499,12.7,80.0,131.274,739.7779605,6.546462941,-3.730803026,C4S2,P.S.
2018,69,KAMAREDDY,Bansawada,Bansawada,18.393,77.879,4.5,postmonsoon 2018 ,8.21,1685,1078.4,0.0,489.7614248,80,4.9,108.5105,138.25,279.7578626,2.2,40.0,34.034,239.9424342,7.852373252,4.996379813,C3S1,U.S.
2018,70,KAMAREDDY,Bhiknoor,Bhiknoor,18.196,78.399,22.39,postmonsoon 2018 ,8.04,1509,965.76,0.0,368.4292466,200,1.16,92.5661,21.0,87.94870116,8.57,120.0,63.206,559.8930921,1.616028589,-3.829276909,C3S1,P.S.
2018,71,KAMAREDDY,Bhiknoor,P.D.Mallareddy,18.173,78.453,32.11,postmonsoon 2018 ,7.48,923,590.72,0.0,300.8101093,50,1.06,65.1063,31.75,75.48433963,1.63,56.0,38.896,299.9342105,1.895029704,0.017517975,C3S1,P.S.
2018,72,KAMAREDDY,Bibipet,Bibipet,18.205,78.523,30.83,postmonsoon 2018 ,7.31,1059,677.76,0.0,235.1172326,150,1.12,80.38635,12.25,33.46075998,1.69,80.0,63.206,459.8930921,0.678390131,-4.49551719,C3S1,P.S.
2018,73,KAMAREDDY,BICHKUNDA,Pulkal,18.399,77.767,5.32,postmonsoon 2018 ,7.23,1305,835.2,0.0,249.0475642,220,1.05,77.5075,23.25,79.92125619,4.17,144.0,29.172,479.9506579,1.586120469,-4.618061875,C3S1,P.S.
2018,74,KAMAREDDY,Domakonda,Domakonda,18.25,78.436,30.32,postmonsoon 2018 ,7.64,1185,758.4,0.0,272.8950739,170,1.67,70.4211,16.5,107.3902156,3.93,88.0,34.034,359.9424342,2.461049525,-1.740947206,C3S1,P.S.
2018,75,KAMAREDDY,Gandhari,Gandhari,18.396,78.107,19.82,postmonsoon 2018 ,7.85,980,627.2,0.0,391.4417759,50,1.74,12.246185,12.75,70.54645356,1.28,40.0,58.344,339.9013158,1.663684335,1.030809203,C3S1,P.S.
2018,76,KAMAREDDY,Gandhari,Sarvapoor,18.3647,77.9851,14.83,postmonsoon 2018 ,7.79,985,630.4,0.0,333.3975339,70,1.62,52.97084,12.25,80.46929257,2.0,64.0,38.896,319.9342105,1.956014214,0.269266468,C3S1,P.S.
2018,77,KAMAREDDY,Jukkal,Jukkal,18.364,77.604,7.42,postmonsoon 2018 ,7.32,3590,2297.6,0.0,552.000145,720,2.98,143.9425,90.0,409.1738344,190.5,112.0,97.24,679.8355263,6.823042712,-2.556707626,C4S1,P.S.
2018,78,KAMAREDDY,Kamareddy,Adloor,18.3438,78.3435,22.15,postmonsoon 2018 ,7.8,624,399.36,0.0,189.9100716,60,2.01,34.5462,6.25,42.2707476,2.53,80.0,4.862,219.9917763,1.239107169,-0.601634094,C2S1,P.S.
2018,79,KAMAREDDY,Kamareddy,Narasannapally,18.2686,78.3617,23.75,postmonsoon 2018 ,7.52,935,598.4,0.0,306.5545796,80,2.8,33.88185,15.5,77.92151393,2.2,88.0,19.448,299.9671053,1.956107552,0.131749487,C3S1,P.S.
2018,80,KAMAREDDY,Lingampet,Bhavanipet,18.2791,78.058,7.63,postmonsoon 2018 ,7.45,1218,779.52,0.0,380.2096233,100,1.34,81.9365,15.0,106.1481337,3.44,88.0,38.896,379.9342105,2.367719913,0.005508256,C3S1,P.S.
2018,81,KAMAREDDY,Machareddy,Machareddy,18.329,78.493,12.74,postmonsoon 2018 ,7.2,522,334.08,0.0,205.3209584,30,0.97,5.602685,6.0,19.47194868,1.02,64.0,14.586,219.9753289,0.570813969,-0.29308741,C2S1,P.S.
2018,82,KAMAREDDY,Maddnur,Menoor,18.483,77.652,12.76,postmonsoon 2018 ,7.81,684,437.76,0.0,231.7319922,40,0.56,50.9335,9.0,45.93396045,4.37,72.0,14.586,239.9753289,1.289207307,-0.164866735,C2S1,P.S.
2018,83,KAMAREDDY,Nagireddipet,Malthummeda,18.114,78.142,18.65,postmonsoon 2018 ,7.32,940,601.6,0.0,328.9507106,80,1.5,17.250955,9.25,51.24898723,2.63,72.0,43.758,359.9259868,1.174494127,-0.619505526,C3S1,P.S.
2018,84,KAMAREDDY,Nasurullabad,Nasurullabad,18.468,77.873,2.49,postmonsoon 2018 ,7.32,881,563.84,0.0,353.1889565,40,1.5,14.460685,14.25,65.56554923,1.88,88.0,19.448,299.9671053,1.645928827,1.064437024,C3S1,P.S.
2018,85,KAMAREDDY,Nizamsagar,Mohammadnagar,18.293098,77.908661,2.82,postmonsoon 2018 ,7.45,639,408.96,0.0,225.4979664,50,0.6,15.169325,7.75,37.77247864,0.48,64.0,19.448,239.9671053,1.060160922,-0.289382777,C2S1,P.S.
2018,86,KAMAREDDY,Rajampet,Argonda,18.234,78.272,14.45,postmonsoon 2018 ,7.69,685,438.4,0.0,293.493258,20,1.37,8.63655,10.0,47.25617918,2.53,56.0,24.31,239.9588816,1.326362864,1.070687528,C2S1,P.S.
2018,87,KAMAREDDY,RAMAREDDY,Reddypet,18.409,78.417,15.3,postmonsoon 2018 ,7.32,959,613.76,0.0,300.531409,100,1.1,39.19665,1.5,65.10218026,2.21,80.0,34.034,339.9424342,1.535200161,-0.788220504,C3S1,P.S.
2018,88,KAMAREDDY,Sadasivanagar,Sadasivanagar,18.406,78.264,7.89,postmonsoon 2018 ,7.35,600,384.0,0.0,171.8470359,60,1.7,35.432,11.5,27.65815402,2.26,80.0,9.724,239.9835526,0.776255367,-1.362730335,C2S1,P.S.
2018,89,KAMAREDDY,Tadwai,Yerrapahad,18.293,78.223,3.32,postmonsoon 2018 ,8.02,1020,652.8,0.0,254.9079567,100,0.98,106.7389,22.0,52.25441718,1.24,80.0,48.62,399.9177632,1.136082382,-2.90019613,C3S1,P.S.
2018,90,KARIMNAGAR,Choppadandi,Rukmapur,18.5334,79.1461,12.28,postmonsoon 2018 ,8.16,443,283.52,0.0,160.0,20,0.29,31.003,32.0,57.0,3.0,16.0,19.448,119.9671053,2.262642445,0.800657895,C2S1,P.S.
2018,91,KARIMNAGAR,Gangadhara,Gangadhara,18.579444,79.008888,14.9,postmonsoon 2018 ,8.25,722,462.08,0.0,220.0,70,1.04,31.40563636,51.0,89.0,5.0,32.0,29.172,199.9506579,2.736533392,0.400986842,C2S1,P.S.
2018,92,KARIMNAGAR,Huzurabad,Huzurabad,18.189488,79.407573,6.88,postmonsoon 2018 ,8.07,666,426.24,0.0,180.0,50,0.74,45.49790909,56.0,75.0,4.0,24.0,29.172,179.9506579,2.430841869,0.000986842,C2S1,P.S.
2018,93,KARIMNAGAR,Saidapur,Saidapur,18.2148,79.305174,11.68,postmonsoon 2018 ,8.24,872,558.08,0.0,170.0,80,1.28,142.3319545,66.0,114.0,2.0,32.0,34.034,219.9424342,3.342123558,-0.998848684,C3S1,P.S.
2018,94,KARIMNAGAR,Thimmapur,Alugunur,18.400873,79.151234,5.81,postmonsoon 2018 ,8.27,352,225.28,0.0,120.0,20,0.87,20.73577273,32.0,44.0,4.0,16.0,14.586,99.97532895,1.913279506,0.400493421,C2S1,P.S.
2018,95,KHAMMAM,Bonakal,Mustikunta,17.040809,80.223141,1.38,postmonsoon 2018 ,7.25,2430,1555.2,0.0,416.512779,400,0.66,221.45,42.0,129.4793928,4.7,48.0,199.342,939.6628289,1.8364825,-10.463001,C4S1,P.S.
2018,96,KHAMMAM,Kallur,Kallur,17.21,80.5467,2.6,postmonsoon 2018 ,8.25,1014,648.96,0.0,162.1474986,190,1.14,62.006,21.0,100.3156578,11.0,40.0,43.758,279.9259868,2.606869437,-2.355569765,C3S1,P.S.
2018,97,KHAMMAM,Kamepalli,Kothalingala,17.429453,80.237801,5.63,postmonsoon 2018 ,8.4,940,601.6,40.0,171.8690718,120,0.83,86.3655,14.0,84.85990054,8.0,104.0,4.862,279.9917763,2.204966748,-1.36245409,C3S1,P.S.
2018,98,KHAMMAM,Khammam (R ),M.V.Palem,17.2967,80.0969,2.85,postmonsoon 2018 ,7.43,2530,1619.2,0.0,474.2730924,380,1.1,243.595,44.0,168.6257531,8.8,184.0,106.964,899.8190789,2.444097167,-8.510919731,C4S1,P.S.
2018,99,KHAMMAM,Khammam(U),Khammam I,17.2333,80.1333,1.05,postmonsoon 2018 ,7.8,1092,698.88,0.0,405.2368415,80,2.03,12.4012,12.0,94.36825248,5.0,56.0,48.62,339.9177632,2.225415695,1.306381567,C3S1,MR
2018,100,KHAMMAM,Khammam(U),Khammam-II,17.2525,80.1436,2.01,postmonsoon 2018 ,8.17,1435,918.4,0.0,420.2476493,150,1.18,66.435,24.0,125.7870809,8.9,24.0,92.378,439.84375,2.607708184,-0.391922015,C3S1,P.S.
2018,101,KHAMMAM,Konijerla,Konijerla,17.2211,80.2908,2.12,postmonsoon 2018 ,7.75,1100,704.0,0.0,293.9329627,130,1.18,57.577,20.0,60.61068885,3.0,72.0,58.344,419.9013158,1.286020128,-2.519367062,C3S1,P.S.
2018,102,KHAMMAM,Kusumanchi,Kusumanchi,17.2208,79.9583,7.9,postmonsoon 2018 ,7.69,1030,659.2,0.0,231.7532008,130,1.12,93.009,19.0,35.72279257,2.0,112.0,38.896,439.9342105,0.740497673,-4.163620195,C3S1,P.S.
